"Dia";"Asignatura";"Tipo";"HoraInicio";"HoraFinal";"Aula";"Grupo";"Semestre";"Titulacion"
"Lunes";"Ingeniería Gráfica";"Teoría y Problemas";"08:30";"09:30";"B31";"DM201";2;"56DM"
"Lunes";"Ingeniería Gráfica";"Teoría y Problemas";"09:30";"11:30";"Lab EG4";"DM201";2;"56DM"
"Lunes";"Ingeniería Gráfica";"Laboratorio";"09:30";"11:30";"Lab EG4";"DM201";2;"56DM"
"Lunes";"Transmisión de Calor";"Teoría y Problemas";"12:00";"14:00";"M201";"DM201";2;"56DM"
"Lunes";"Metodología del Diseño y la Creatividad";"Acciones Cooperativas";"15:30";"17:30";"A11";"DM201";2;"56DM"
"Lunes";"Transmisión de Calor";"Laboratorio";"17:30";"19:30";"M201";"DM201";2;"56DM"
"Martes";"Elasticidad y Resistencia de Materiales";"Teoría y Problemas";"09:30";"11:30";"M201";"DM201";2;"56DM"
"Martes";"Tecnologías de Fabricación";"Teoría y Problemas";"12:00";"14:00";"M201";"DM201";2;"56DM"
"Martes";"Tecnologías de Fabricación";"Laboratorio";"15:30";"17:30";"M201";"DM201";2;"56DM"
"Miércoles";"Tecnologías de Fabricación";"Teoría y Problemas";"09:30";"10:30";"M201";"DM201";2;"56DM"
"Miércoles";"Tecnologías de Fabricación";"Acciones Cooperativas";"09:30";"10:30";"M201";"DM201";2;"56DM"
"Miércoles";"Transmisión de Calor";"Teoría y Problemas";"10:30";"11:30";"M201";"DM201";2;"56DM"
"Miércoles";"Elasticidad y Resistencia de Materiales";"Teoría y Problemas";"12:00";"14:00";"M201";"DM201";2;"56DM"
"Miércoles";"Elasticidad y Resistencia de Materiales";"Laboratorio";"15:30";"19:30";"M201";"DM201";2;"56DM"
"Jueves";"Teoría de Circuitos";"Laboratorio";"08:30";"10:30";"M201";"DM201";2;"56DM"
"Jueves";"Teoría de Circuitos";"Teoría y Problemas";"10:30";"11:30";"M201";"DM201";2;"56DM"
"Jueves";"Ingeniería Gráfica";"Teoría y Problemas";"12:00";"14:00";"Lab EG4";"DM201";2;"56DM"
"Jueves";"Ingeniería Gráfica";"Laboratorio";"12:00";"14:00";"Lab EG4";"DM201";2;"56DM"
"Jueves";"Teoría de Circuitos";"Laboratorio";"15:30";"19:30";"M201";"DM201";2;"56DM"
"Viernes";"Teoría de Circuitos";"Teoría y Problemas";"08:30";"10:30";"M201";"DM201";2;"56DM"
"Viernes";"Metodología del Diseño y la Creatividad";"Teoría y Problemas";"10:30";"12:00";"A11";"DM201";2;"56DM"
"Viernes";"Metodología del Diseño y la Creatividad";"Acciones Cooperativas";"12:00";"14:00";"D202";"DM201";2;"56DM"
