"Dia";"Asignatura";"Tipo";"HoraInicio";"HoraFinal";"Aula";"Itinerario";"Grupo";"Semestre";"Titulacion"
"Lunes";"Fabricación Asistida por Ordenador";"Teoría y Problemas";"09:30";"11:30";"B21";NA;"M301";2;"56IM"
"Lunes";"Diseño de Máquinas II";"Teoría y Problemas";"12:00";"14:00";"B21";NA;"M301";2;"56IM"
"Lunes";"Análisis y Síntesis de Mecanismos";"Laboratorio";"15:30";"17:30";"";NA;"M301";2;"56IM"
"Lunes";"Fabricación Asistida por Ordenador";"Laboratorio";"17:30";"21:30";"";NA;"M301";2;"56IM"
"Martes";"Construcciones Industriales";"Teoría y Problemas";"09:30";"11:30";"B21";NA;"M301";2;"56IM"
"Martes";"Diseño de Máquinas II";"Teoría y Problemas";"12:00";"13:00";"B21";NA;"M301";2;"56IM"
"Martes";"Análisis y Síntesis de Mecanismos";"Teoría y Problemas";"13:00";"14:00";"B21";NA;"M301";2;"56IM"
"Martes";"Fabricación Asistida por Ordenador";"Laboratorio";"15:30";"19:30";"";NA;"M301";2;"56IM"
"Miércoles";"Automática";"Teoría y Problemas";"09:30";"11:30";"B21";NA;"M301";2;"56IM"
"Miércoles";"Análisis y Síntesis de Mecanismos";"Teoría y Problemas";"12:00";"14:00";"B21";NA;"M301";2;"56IM"
"Miércoles";"Diseño de Máquinas II";"Laboratorio";"15:00";"17:00";"";NA;"M301";2;"56IM"
"Miércoles";"Construcciones Industriales";"Laboratorio";"17:30";"19:30";"A26";NA;"M301";2;"56IM"
"Miércoles";"Fabricación Asistida por Ordenador";"Laboratorio";"19:30";"21:30";"";NA;"M301";2;"56IM"
"Jueves";"Organización Industrial";"Teoría y Problemas";"09:00";"11:00";"B21";NA;"M301";2;"56IM"
"Jueves";"Máquinas y Sistemas Fluidomecánicos";"Teoría y Problemas";"12:00";"14:00";"B21";NA;"M301";2;"56IM"
"Jueves";"Máquinas y Sistemas Fluidomecánicos";"Laboratorio";"15:30";"19:30";"";NA;"M301";2;"56IM"
"Viernes";"Máquinas y Sistemas Fluidomecánicos";"Teoría y Problemas";"09:30";"10:30";"B21";NA;"M301";2;"56IM"
"Viernes";"Organización Industrial";"Teoría y Problemas";"10:30";"11:30";"B21";NA;"M301";2;"56IM"
"Viernes";"Medio Ambiente";"Teoría y Problemas";"12:00";"14:30";"B21";NA;"M301";2;"56IM"
"Viernes";"Automática";"Laboratorio";"15:30";"19:30";"";NA;"M301";2;"56IM"
