"Dia";"Asignatura";"Tipo";"HoraInicio";"HoraFinal";"Aula";"Grupo";"Semestre";"Titulacion"
"Lunes";"Álgebra Lineal";"Acciones Cooperativas";"08:30";"09:30";"E105";"EE105";1;"56EE"
"Lunes";"Álgebra Lineal";"Laboratorio";"08:30";"09:30";"E105";"EE105";1;"56EE"
"Lunes";"Álgebra Lineal";"Teoría y Problemas";"09:30";"11:30";"E105";"EE105";1;"56EE"
"Lunes";"Expresión Gráfica y Diseño Asistido por Ordenador";"Teoría y Problemas";"12:00";"14:00";"E105";"EE105";1;"56EE"
"Martes";"Física I";"Teoría y Problemas";"09:30";"11:30";"E105";"EE105";1;"56EE"
"Martes";"Cálculo Infinitesimal";"Teoría y Problemas";"12:00";"14:00";"E105";"EE105";1;"56EE"
"Martes";"Cálculo Infinitesimal";"Acciones Cooperativas";"12:00";"14:00";"E105";"EE105";1;"56EE"
"Martes";"Cálculo Infinitesimal";"Laboratorio";"14:00";"15:00";"E105";"EE105";1;"56EE"
"Martes";"Cálculo Infinitesimal";"Acciones Cooperativas";"14:00";"15:00";"E105";"EE105";1;"56EE"
"Miércoles";"Química";"Teoría y Problemas";"08:30";"09:30";"E105";"EE105";1;"56EE"
"Miércoles";"Química";"Acciones Cooperativas";"09:30";"11:30";"E105";"EE105";1;"56EE"
"Miércoles";"Química";"Laboratorio";"09:30";"11:30";"E105";"EE105";1;"56EE"
"Miércoles";"Álgebra Lineal";"Teoría y Problemas";"12:00";"14:00";"E105";"EE105";1;"56EE"
"Jueves";"Expresión Gráfica y Diseño Asistido por Ordenador";"Teoría y Problemas";"09:30";"11:30";"E105";"EE105";1;"56EE"
"Jueves";"Física I";"Teoría y Problemas";"12:00";"14:00";"E105";"EE105";1;"56EE"
"Jueves";"Física I";"Laboratorio";"15:30";"19:30";"E105";"EE105";1;"56EE"
"Viernes";"Cálculo Infinitesimal";"Teoría y Problemas";"09:30";"11:30";"E105";"EE105";1;"56EE"
"Viernes";"Química";"Teoría y Problemas";"12:00";"14:00";"E105";"EE105";1;"56EE"
