"Dia";"Asignatura";"Tipo";"HoraInicio";"HoraFinal";"Aula";"Grupo";"Semestre";"Titulacion"
"Lunes";"Organización Industrial";"Teoría y Problemas";"09:30";"11:30";"E303";"EE309";2;"56EE"
"Lunes";"Electrónica de Potencia";"Teoría y Problemas";"15:00";"17:00";"A309";"EE309";2;"56EE"
"Lunes";"Informática Industrial y Comunicaciones";"Laboratorio";"17:30";"19:30";"A302";"EE309";2;"56EE"
"Lunes";"Automatización Industrial";"Laboratorio";"17:30";"19:30";"A302";"EE309";2;"56EE"
"Martes";"Informática Industrial y Comunicaciones";"Laboratorio";"09:30";"11:30";"A309";"EE309";2;"56EE"
"Martes";"Automatización Industrial";"Laboratorio";"09:30";"11:30";"A309";"EE309";2;"56EE"
"Martes";"Organización Industrial";"Teoría y Problemas";"13:00";"14:00";"E303";"EE309";2;"56EE"
"Martes";"Instrumentación Electrónica";"Teoría y Problemas";"16:00";"17:00";"A309";"EE309";2;"56EE"
"Martes";"Electrónica de Potencia";"Teoría y Problemas";"17:30";"18:30";"A309";"EE309";2;"56EE"
"Miércoles";"Electrónica de Potencia";"Laboratorio";"15:00";"17:00";"A302";"EE309";2;"56EE"
"Miércoles";"Instrumentación Electrónica";"Laboratorio";"15:00";"17:00";"A302";"EE309";2;"56EE"
"Miércoles";"Informática Industrial y Comunicaciones";"Teoría y Problemas";"17:30";"19:30";"A309";"EE309";2;"56EE"
"Jueves";"Automatización Industrial";"Teoría y Problemas";"15:00";"17:00";"A309";"EE309";2;"56EE"
"Jueves";"Instrumentación Electrónica";"Teoría y Problemas";"17:30";"19:30";"A309";"EE309";2;"56EE"
"Viernes";"Automatización Industrial";"Teoría y Problemas";"15:00";"17:00";"A309";"EE309";2;"56EE"
"Viernes";"Informática Industrial y Comunicaciones";"Teoría y Problemas";"17:30";"19:30";"A309";"EE309";2;"56EE"
