"Dia";"Asignatura";"Tipo";"HoraInicio";"HoraFinal";"Aula";"Itinerario";"Grupo";"Semestre";"Titulacion"
"Lunes";"Ingeniería Gráfica";"Teoría y Problemas";"09:30";"11:30";"B31";"";"M201";2;"56IM"
"Lunes";"Transmisión de Calor";"Teoría y Problemas";"12:00";"14:00";"B31";"";"M201";2;"56IM"
"Lunes";"Transmisión de Calor";"Laboratorio";"15:30";"19:30";"";"";"M201";2;"56IM"
"Martes";"Ingeniería Gráfica";"Teoría y Problemas";"08:30";"09:30";"B31";"";"M201";2;"56IM"
"Martes";"Elasticidad y Resistencia de Materiales";"Teoría y Problemas";"09:30";"11:30";"B31";"";"M201";2;"56IM"
"Martes";"Tecnologías de Fabricación";"Teoría y Problemas";"12:00";"14:00";"B31";"";"M201";2;"56IM"
"Martes";"Tecnologías de Fabricación";"Laboratorio";"15:30";"19:30";"";"";"M201";2;"56IM"
"Miércoles";"Tecnologías de Fabricación";"Teoría y Problemas";"09:30";"10:30";"B31";"";"M201";2;"56IM"
"Miércoles";"Tecnologías de Fabricación";"Acciones Cooperativas";"09:30";"10:30";"B31";"";"M201";2;"56IM"
"Miércoles";"Transmisión de Calor";"Teoría y Problemas";"10:30";"11:30";"B31";"";"M201";2;"56IM"
"Miércoles";"Elasticidad y Resistencia de Materiales";"Teoría y Problemas";"12:00";"14:00";"B31";"";"M201";2;"56IM"
"Miércoles";"Elasticidad y Resistencia de Materiales";"Laboratorio";"15:30";"19:30";"";"";"M201";2;"56IM"
"Jueves";"Teoría de Circuitos";"Laboratorio";"08:30";"10:30";"";"";"M201";2;"56IM"
"Jueves";"Teoría de Circuitos";"Teoría y Problemas";"10:30";"11:30";"B31";"";"M201";2;"56IM"
"Jueves";"Ingeniería Gráfica";"Laboratorio";"12:00";"14:00";"Lab EG1";"";"M201";2;"56IM"
"Jueves";"Teoría de Circuitos";"Laboratorio";"15:30";"19:30";"";"";"M201";2;"56IM"
"Viernes";"Teoría de Circuitos";"Teoría y Problemas";"08:30";"10:30";"B31";"";"M201";2;"56IM"
"Viernes";"Instalaciones Industriales y en Edificios I";"Laboratorio";"10:30";"14:00";"";"B";"M201";2;"56IM"
"Viernes";"Soldadura";"Teoría y Problemas";"10:30";"11:30";"B31";"A";"M201";2;"56IM"
"Viernes";"Soldadura";"Teoría y Problemas";"11:30";"13:30";"B31";"A";"M201";2;"56IM"
"Viernes";"Instalaciones Industriales y en Edificios I";"Teoría y Problemas";"15:30";"19:00";"M206";"B";"M201";2;"56IM"
"Viernes";"Soldadura";"Laboratorio";"15:30";"18:30";"";"A";"M201";2;"56IM"
