"Dia";"Asignatura";"Tipo";"HoraInicio";"HoraFinal";"Aula";"Grupo";"Semestre";"Titulacion"
"Lunes";"Teoría de Circuitos II";"Teoría y Problemas";"17:30";"19:30";"E208";"EE208";2;"56EE"
"Lunes";"Tecnologías de Fabricación";"Teoría y Problemas";"15:00";"17:00";"E208";"EE208";2;"56EE"
"Lunes";"Tecnologías de Fabricación";"Laboratorio";"09:30";"13:30";"E208";"EE208";2;"56EE"
"Martes";"Transmisión de Calor";"Teoría y Problemas";"18:30";"19:30";"E208";"EE208";2;"56EE"
"Martes";"Tecnologías de Fabricación";"Teoría y Problemas";"17:30";"18:30";"E208";"EE208";2;"56EE"
"Martes";"Medio Ambiente";"Teoría y Problemas";"14:30";"17:30";"E208";"EE208";2;"56EE"
"Martes";"Teoría de Circuitos II";"Laboratorio";"09:30";"13:30";"E208";"EE208";2;"56EE"
"Miércoles";"Electrónica";"Teoría y Problemas";"18:30";"19:30";"E208";"EE208";2;"56EE"
"Miércoles";"Máquinas Eléctricas";"Teoría y Problemas";"17:30";"18:30";"E208";"EE208";2;"56EE"
"Miércoles";"Teoría de Circuitos II";"Teoría y Problemas";"15:00";"17:00";"E208";"EE208";2;"56EE"
"Miércoles";"Automática";"Laboratorio";"09:30";"13:30";"E208";"EE208";2;"56EE"
"Miércoles";"Electrónica";"Laboratorio";"09:30";"13:30";"E208";"EE208";2;"56EE"
"Miércoles";"Automática";"Laboratorio";"09:30";"13:30";"E208";"EE208";2;"56EE"
"Jueves";"Electrónica";"Teoría y Problemas";"17:30";"19:30";"E208";"EE208";2;"56EE"
"Jueves";"Máquinas Eléctricas";"Teoría y Problemas";"15:00";"17:00";"E208";"EE208";2;"56EE"
"Jueves";"Máquinas Eléctricas";"Laboratorio";"09:30";"13:30";"E208";"EE208";2;"56EE"
"Viernes";"Automática";"Teoría y Problemas";"17:30";"19:30";"E208";"EE208";2;"56EE"
"Viernes";"Transmisión de Calor";"Teoría y Problemas";"15:00";"17:00";"E208";"EE208";2;"56EE"
"Viernes";"Transmisión de Calor";"Laboratorio";"09:30";"13:30";"E208";"EE208";2;"56EE"
