"Dia";"Asignatura";"Tipo";"HoraInicio";"HoraFinal";"Aula";"Grupo";"Semestre";"Titulacion"
"Lunes";"Instalaciones Eléctricas en Baja Tensión";"Teoría y Problemas";"08:30";"11:30";"B21";"E303";1;"56IE"
"Lunes";"Teoría de Máquinas y Mecanismos";"Teoría y Problemas";"12:00";"14:00";"B21";"E303";1;"56IE"
"Lunes";"Automatización Industrial";"Laboratorio";"15:30";"17:30";"";"E303";1;"56IE"
"Lunes";"Teoría de Máquinas y Mecanismos";"Laboratorio";"15:30";"17:30";"";"E303";1;"56IE"
"Lunes";"Instalaciones Eléctricas en Baja Tensión";"Laboratorio";"17:30";"19:30";"";"E303";1;"56IE"
"Martes";"Líneas Subterráneas de Alta Tensión y Centros de Transformación";"Teoría y Problemas";"08:30";"11:30";"B21";"E303";1;"56IE"
"Martes";"Teoría de Máquinas y Mecanismos";"Teoría y Problemas";"12:00";"13:00";"B21";"E303";1;"56IE"
"Martes";"Automatización Industrial";"Laboratorio";"15:30";"17:30";"";"E303";1;"56IE"
"Martes";"Instalaciones Eléctricas en Baja Tensión";"Laboratorio";"17:30";"19:30";"";"E303";1;"56IE"
"Miércoles";"Ampliación de Máquinas Eléctricas";"Teoría y Problemas";"08:30";"11:30";"B21";"E303";1;"56IE"
"Miércoles";"Teoría de Circuitos III";"Teoría y Problemas";"12:00";"14:00";"B21";"E303";1;"56IE"
"Miércoles";"Ampliación de Máquinas Eléctricas";"Laboratorio";"15:30";"19:30";"";"E303";1;"56IE"
"Miércoles";"Mecánica de Fluidos";"Laboratorio";"15:30";"19:30";"";"E303";1;"56IE"
"Jueves";"Teoría de Circuitos III";"Laboratorio";"09:30";"11:30";"";"E303";1;"56IE"
"Jueves";"Teoría de Circuitos III";"Teoría y Problemas";"12:00";"13:00";"B21";"E303";1;"56IE"
"Jueves";"Mecánica de Fluidos";"Teoría y Problemas";"13:00";"14:00";"B21";"E303";1;"56IE"
"Jueves";"Teoría de Circuitos III";"Laboratorio";"15:30";"19:30";"";"E303";1;"56IE"
"Jueves";"Automatización Industrial";"Laboratorio";"15:30";"19:30";"";"E303";1;"56IE"
"Viernes";"Automatización Industrial";"Teoría y Problemas";"09:30";"11:30";"B21";"E303";1;"56IE"
"Viernes";"Mecánica de Fluidos";"Teoría y Problemas";"12:00";"14:00";"B21";"E303";1;"56IE"
"Viernes";"Líneas Subterráneas de Alta Tensión y Centros de Transformación";"Laboratorio";"16:30";"20:30";"";"E303";1;"56IE"
