"Dia";"Asignatura";"Tipo";"HoraInicio";"HoraFinal";"Aula";"Grupo";"Semestre";"Titulacion"
"Lunes";"Física I";"Teoría y Problemas";"09:30";"11:30";"A15";"A104";1;"56IA"
"Lunes";"Cálculo Infinitesimal";"Teoría y Problemas";"12:00";"14:00";"A15";"A104";1;"56IA"
"Lunes";"Cálculo Infinitesimal";"Acciones Cooperativas";"14:00";"15:00";"A15";"A104";1;"56IA"
"Lunes";"Cálculo Infinitesimal";"Laboratorio";"14:00";"15:00";"";"A104";1;"56IA"
"Martes";"Química";"Teoría y Problemas";"08:30";"09:30";"A15";"A104";1;"56IA"
"Martes";"Química";"Acciones Cooperativas";"09:30";"11:30";"A15";"A104";1;"56IA"
"Martes";"Química";"Laboratorio";"09:30";"11:30";"A15";"A104";1;"56IA"
"Martes";"Álgebra Lineal";"Teoría y Problemas";"12:00";"14:00";"A15";"A104";1;"56IA"
"Martes";"Álgebra Lineal";"Acciones Cooperativas";"14:00";"15:00";"A15";"A104";1;"56IA"
"Martes";"Álgebra Lineal";"Laboratorio";"14:00";"15:00";"A15";"A104";1;"56IA"
"Miércoles";"Expresión Gráfica y Diseño Asistido por Ordenador";"Teoría y Problemas";"09:30";"11:30";"Lab EG";"A104";1;"56IA"
"Miércoles";"Física I";"Teoría y Problemas";"12:00";"14:00";"A15";"A104";1;"56IA"
"Miércoles";"Física I";"Laboratorio";"15:30";"19:30";"";"A104";1;"56IA"
"Jueves";"Cálculo Infinitesimal";"Teoría y Problemas";"09:30";"11:30";"A15";"A104";1;"56IA"
"Jueves";"Química";"Teoría y Problemas";"12:00";"14:00";"A15";"A104";1;"56IA"
"Viernes";"Álgebra Lineal";"Teoría y Problemas";"09:30";"11:30";"A15";"A104";1;"56IA"
"Viernes";"Expresión Gráfica y Diseño Asistido por Ordenador";"Teoría y Problemas";"12:00";"14:00";"Lab EG";"A104";1;"56IA"
