"Dia";"Asignatura";"Tipo";"HoraInicio";"HoraFinal";"Aula";"Grupo";"Semestre";"Titulacion"
"Lunes";"Informática";"Laboratorio";"11:45";"13:45";"";"Q108";2;"56IQ"
"Lunes";"Informática";"Teoría y Problemas";"15:15";"17:15";"A22";"Q108";2;"56IQ"
"Lunes";"Métodos Numéricos en Ingeniería Química";"Teoría y Problemas";"17:45";"19:45";"A24";"Q108";2;"56IQ"
"Lunes";"Métodos Numéricos en Ingeniería Química";"Laboratorio";"19:45";"20:45";"";"Q108";2;"56IQ"
"Martes";"Ampliación de Matemáticas";"Teoría y Problemas";"15:15";"17:15";"A24";"Q108";2;"56IQ"
"Martes";"Física II";"Teoría y Problemas";"11:45";"13:45";"Q108";"Q108";2;"56IQ"
"Miércoles";"Estadística";"Laboratorio";"14:15";"15:15";"";"Q108";2;"56IQ"
"Miércoles";"Estadística";"Acciones Cooperativas";"14:15";"15:15";"A24";"Q108";2;"56IQ"
"Miércoles";"Estadística";"Teoría y Problemas";"15:15";"17:15";"A24";"Q108";2;"56IQ"
"Miércoles";"Informática";"Teoría y Problemas";"17:45";"19:45";"A22";"Q108";2;"56IQ"
"Miércoles";"Informática";"Laboratorio";"19:45";"20:45";"";"Q108";2;"56IQ"
"Jueves";"Principios de los Procesos Químicos";"Acciones Cooperativas";"14:15";"15:15";"A26";"Q108";2;"56IQ"
"Jueves";"Principios de los Procesos Químicos";"Teoría y Problemas";"15:15";"17:15";"A24";"Q108";2;"56IQ"
"Jueves";"Ampliación de Matemáticas";"Teoría y Problemas";"17:45";"19:45";"A24";"Q108";2;"56IQ"
"Jueves";"Ampliación de Matemáticas";"Acciones Cooperativas";"19:45";"20:45";"A11";"Q108";2;"56IQ"
"Viernes";"Física II";"Laboratorio";"10:45";"13:45";"";"Q108";2;"56IQ"
"Viernes";"Física II";"Teoría y Problemas";"15:15";"17:15";"A24";"Q108";2;"56IQ"
"Viernes";"Estadística";"Teoría y Problemas";"17:45";"19:45";"A24";"Q108";2;"56IQ"
