"Dia";"Asignatura";"Tipo";"HoraInicio";"HoraFinal";"Aula";"Itinerario";"Grupo";"Semestre";"Titulacion"
"Lunes";"Ingeniería Térmica";"Teoría y Problemas";"08:30";"09:30";"Online (Aula de transito)";NA;"M301";1;"56IM"
"Lunes";"Ingeniería Térmica";"Laboratorio";"09:30";"11:30";"Presencial laboratorio";NA;"M301";1;"56IM"
"Lunes";"Teoría de Estructuras";"Teoría y Problemas";"11:30";"13:30";"B21, B41 S";NA;"M301";1;"56IM"
"Lunes";"Teoría de Estructuras";"Acciones Cooperativas";"11:30";"13:30";"";NA;"M301";1;"56IM"
"Lunes";"Teoría de Estructuras";"Teoría y Problemas";"13:30";"14:30";"B21, B41 S";NA;"M301";1;"56IM"
"Lunes";"Diseño de Máquinas I";"Laboratorio";"16:00";"18:00";"Presencial en laboratorio";NA;"M301";1;"56IM"
"Martes";"Teoría de Máquinas y Mecanismos";"Teoría y Problemas";"09:30";"10:30";"Online";NA;"M301";1;"56IM"
"Martes";"Ingeniería de Materiales";"Teoría y Problemas";"10:30";"11:30";"Online";NA;"M301";1;"56IM"
"Martes";"Electrónica";"Teoría y Problemas";"12:00";"13:00";"Online";NA;"M301";1;"56IM"
"Martes";"Teoría de Máquinas y Mecanismos";"Laboratorio";"14:30";"16:30";"Presencial en laboratorio";NA;"M301";1;"56IM"
"Martes";"Ingeniería Térmica";"Laboratorio";"14:30";"16:30";"Presencial en laboratorio";NA;"M301";1;"56IM"
"Martes";"Teoría de Estructuras";"Laboratorio";"17:00";"19:00";"Online";NA;"M301";1;"56IM"
"Martes";"Ingeniería Térmica";"Teoría y Problemas";"19:00";"21:00";"Online";NA;"M301";1;"56IM"
"Miércoles";"Ingeniería de Materiales";"Teoría y Problemas";"09:30";"11:30";"Online";NA;"M301";1;"56IM"
"Miércoles";"Teoría de Máquinas y Mecanismos";"Teoría y Problemas";"12:00";"14:00";"Online";NA;"M301";1;"56IM"
"Miércoles";"Ingeniería de Materiales";"Laboratorio";"15:00";"17:00";"Online";NA;"M301";1;"56IM"
"Miércoles";"Máquinas Eléctricas";"Laboratorio";"18:00";"21:00";"Presencial en laboratorio";NA;"M301";1;"56IM"
"Jueves";"Máquinas Eléctricas";"Teoría y Problemas";"10:30";"11:30";"Online";NA;"M301";1;"56IM"
"Jueves";"Diseño de Máquinas I";"Teoría y Problemas";"12:00";"14:00";"Online";NA;"M301";1;"56IM"
"Jueves";"Electrónica";"Laboratorio";"15:00";"19:00";"Presencial en laboratorio";NA;"M301";1;"56IM"
"Jueves";"Máquinas Eléctricas";"Laboratorio";"15:00";"19:00";"Presencial en laboratorio";NA;"M301";1;"56IM"
"Viernes";"Electrónica";"Teoría y Problemas";"09:30";"11:30";"B21 S";NA;"M301";1;"56IM"
"Viernes";"Máquinas Eléctricas";"Teoría y Problemas";"12:00";"14:00";"A21+A22, A23+A24 S";NA;"M301";1;"56IM"
"Viernes";"Máquinas Eléctricas";"Laboratorio";"15:00";"20:00";"Presencial en laboratorio";NA;"M301";1;"56IM"
