"Dia";"Asignatura";"Tipo";"HoraInicio";"HoraFinal";"Aula";"Grupo";"Semestre";"Titulacion"
"Lunes";"Teoría de Máquinas y Mecanismos";"Teoría y Problemas";"09:30";"11:30";"B31";"A302";1;"56IA"
"Lunes";"Oficina Técnica";"Teoría y Problemas";"12:00";"14:00";"B31";"A302";1;"56IA"
"Lunes";"Oficina Técnica";"Acciones Cooperativas";"15:00";"17:00";"EE403";"A302";1;"56IA"
"Lunes";"Oficina Técnica";"Acciones Cooperativas";"17:00";"19:00";"A05";"A302";1;"56IA"
"Martes";"Electrónica Analógica";"Teoría y Problemas";"09:30";"10:30";"B31";"A302";1;"56IA"
"Martes";"Teoría de Máquinas y Mecanismos";"Teoría y Problemas";"10:30";"11:30";"B31";"A302";1;"56IA"
"Martes";"Electrónica Digital y Microprocesadores";"Teoría y Problemas";"12:00";"13:00";"B31";"A302";1;"56IA"
"Martes";"Electrónica Digital y Microprocesadores";"Laboratorio";"15:30";"19:30";"";"A302";1;"56IA"
"Martes";"Regulación Automática";"Laboratorio";"15:30";"19:30";"";"A302";1;"56IA"
"Miércoles";"Electrónica Digital y Microprocesadores";"Teoría y Problemas";"09:30";"11:30";"B31";"A302";1;"56IA"
"Miércoles";"Electrónica Analógica";"Teoría y Problemas";"12:00";"14:00";"B31";"A302";1;"56IA"
"Miércoles";"Teoría de Máquinas y Mecanismos";"Laboratorio";"15:00";"17:00";"";"A302";1;"56IA"
"Jueves";"Regulación Automática";"Teoría y Problemas";"09:30";"11:30";"B31";"A302";1;"56IA"
"Jueves";"Electrónica Digital y Microprocesadores";"Teoría y Problemas";"12:00";"14:00";"B31";"A302";1;"56IA"
"Jueves";"Electrónica Analógica";"Laboratorio";"15:30";"19:30";"";"A302";1;"56IA"
"Jueves";"Regulación Automática";"Laboratorio";"15:30";"19:30";"";"A302";1;"56IA"
"Viernes";"Electrónica Analógica";"Teoría y Problemas";"09:30";"11:30";"B31";"A302";1;"56IA"
"Viernes";"Regulación Automática";"Teoría y Problemas";"12:00";"14:00";"B31";"A302";1;"56IA"
"Viernes";"Electrónica Digital y Microprocesadores";"Laboratorio";"15:30";"19:30";"";"A302";1;"56IA"
