"Dia";"Asignatura";"Tipo";"HoraInicio";"HoraFinal";"Aula";"Grupo";"Semestre";"Titulacion"
"Lunes";"Organización Industrial";"Teoría y Problemas";"09:15";"11:15";"B31";"E303";2;"56EE"
"Lunes";"Electrónica de Potencia";"Teoría y Problemas";"11:45";"13:45";"B31";"E303";2;"56EE"
"Lunes";"Líneas Aéreas de Alta Tensión";"Laboratorio";"15:15";"17:15";"";"E303";2;"56EE"
"Lunes";"Medidas Eléctricas";"Laboratorio";"15:15";"17:15";"";"E303";2;"56EE"
"Lunes";"Medidas Eléctricas";"Laboratorio";"17:15";"19:15";"";"E303";2;"56EE"
"Martes";"Líneas Aéreas de Alta Tensión";"Teoría y Problemas";"08:15";"11:15";"B31";"E303";2;"56EE"
"Martes";"Electrónica de Potencia";"Teoría y Problemas";"11:45";"12:45";"B31";"E303";2;"56EE"
"Martes";"Organización Industrial";"Teoría y Problemas";"12:45";"13:45";"B31";"E303";2;"56EE"
"Martes";"Líneas Aéreas de Alta Tensión";"Laboratorio";"15:15";"17:15";"";"E303";2;"56EE"
"Miércoles";"Medidas Eléctricas";"Laboratorio";"08:15";"11:15";"";"E303";2;"56EE"
"Miércoles";"Medidas Eléctricas";"Teoría y Problemas";"08:15";"11:15";"B31";"E303";2;"56EE"
"Miércoles";"Diseño de Centrales Eléctricas";"Teoría y Problemas";"11:45";"13:45";"B31";"E303";2;"56EE"
"Miércoles";"Medidas Eléctricas";"Laboratorio";"15:15";"17:15";"";"E303";2;"56EE"
"Miércoles";"Cálculo y Diseño de Máquinas Eléctricas";"Laboratorio";"17:15";"19:15";"";"E303";2;"56EE"
"Jueves";"Cálculo y Diseño de Máquinas Eléctricas";"Teoría y Problemas";"09:15";"11:15";"B31";"E303";2;"56EE"
"Jueves";"Diseño de Centrales Eléctricas";"Teoría y Problemas";"11:45";"13:45";"B31";"E303";2;"56EE"
"Jueves";"Cálculo y Diseño de Máquinas Eléctricas";"Laboratorio";"15:15";"19:15";"";"E303";2;"56EE"
"Jueves";"Diseño de Centrales Eléctricas";"Laboratorio";"15:15";"19:15";"";"E303";2;"56EE"
"Viernes";"Medidas Eléctricas";"Laboratorio";"08:15";"10:15";"";"E303";2;"56EE"
"Viernes";"Medidas Eléctricas";"Teoría y Problemas";"08:15";"10:15";"B31";"E303";2;"56EE"
"Viernes";"Cálculo y Diseño de Máquinas Eléctricas";"Teoría y Problemas";"10:15";"11:15";"B31";"E303";2;"56EE"
"Viernes";"Medidas Eléctricas";"Laboratorio";"11:45";"13:45";"";"E303";2;"56EE"
"Viernes";"Seguridad y Salud en el Trabajo";"Acciones Cooperativas";"15:15";"19:15";"A25+A26";"E303";2;"56EE"
"Viernes";"Electrónica de Potencia";"Laboratorio";"15:15";"19:15";"";"E303";2;"56EE"
