"Dia";"Asignatura";"Tipo";"HoraInicio";"HoraFinal";"Aula";"Grupo";"Semestre";"Titulacion"
"Lunes";"Física II";"Laboratorio";"09:30";"13:30";"Presencial";"M106";2;"56IM"
"Lunes";"Física II";"Teoría y Problemas";"16:30";"18:30";"Online";"M106";2;"56IM"
"Martes";"Métodos Numéricos en Ingeniería Mecánica";"Teoría y Problemas";"08:30";"11:30";"B41, B42";"M106";2;"56IM"
"Martes";"Métodos Numéricos en Ingeniería Mecánica";"Laboratorio";"08:30";"11:30";"B41, B42";"M106";2;"56IM"
"Martes";"Mecánica";"Teoría y Problemas";"12:00";"15:00";"B41";"M106";2;"56IM"
"Martes";"Mecánica";"Laboratorio";"12:00";"15:00";"B41";"M106";2;"56IM"
"Miércoles";"Informática";"Teoría y Problemas";"08:30";"11:30";"A21+A22";"M106";2;"56IM"
"Miércoles";"Informática";"Laboratorio";"08:30";"11:30";"A21+A22";"M106";2;"56IM"
"Miércoles";"Estadística";"Teoría y Problemas";"12:00";"14:00";"B41";"M106";2;"56IM"
"Miércoles";"Ampliación de Matemáticas";"Teoría y Problemas";"16:30";"18:30";"Online";"M106";2;"56IM"
"Jueves";"Informática";"Teoría y Problemas";"09:30";"11:30";"Online";"M106";2;"56IM"
"Jueves";"Física II";"Teoría y Problemas";"12:00";"14:00";"Online";"M106";2;"56IM"
"Jueves";"Física II";"Laboratorio";"15:30";"19:30";"Presencial";"M106";2;"56IM"
"Viernes";"Métodos Numéricos en Ingeniería Mecánica";"Laboratorio";"08:30";"09:30";"B41";"M106";2;"56IM"
"Viernes";"Ampliación de Matemáticas";"Teoría y Problemas";"09:30";"11:30";"B41";"M106";2;"56IM"
"Viernes";"Estadística";"Teoría y Problemas";"16:30";"18:30";"Online";"M106";2;"56IM"
