"Dia";"Asignatura";"Tipo";"HoraInicio";"HoraFinal";"Aula";"Grupo";"Semestre";"Titulacion"
"Lunes";"Química";"Teoría y Problemas";"08:30";"09:30";"B22";"Q103";1;"56IQ"
"Lunes";"Química";"Acciones Cooperativas";"09:30";"11:30";"B22";"Q103";1;"56IQ"
"Lunes";"Química";"Laboratorio";"09:30";"11:30";"";"Q103";1;"56IQ"
"Lunes";"Álgebra Lineal";"Teoría y Problemas";"12:00";"14:00";"B22";"Q103";1;"56IQ"
"Martes";"Expresión Gráfica y Diseño Asistido por Ordenador";"Teoría y Problemas";"09:30";"11:30";"Lab EG";"Q103";1;"56IQ"
"Martes";"Física I";"Teoría y Problemas";"12:00";"14:00";"B22";"Q103";1;"56IQ"
"Martes";"Física I";"Laboratorio";"15:30";"19:30";"";"Q103";1;"56IQ"
"Miércoles";"Cálculo Infinitesimal";"Acciones Cooperativas";"08:30";"09:30";"B22";"Q103";1;"56IQ"
"Miércoles";"Cálculo Infinitesimal";"Laboratorio";"08:30";"09:30";"";"Q103";1;"56IQ"
"Miércoles";"Cálculo Infinitesimal";"Teoría y Problemas";"09:30";"11:30";"B22";"Q103";1;"56IQ"
"Miércoles";"Química";"Teoría y Problemas";"12:00";"14:00";"B22";"Q103";1;"56IQ"
"Jueves";"Álgebra Lineal";"Acciones Cooperativas";"08:30";"09:30";"B22";"Q103";1;"56IQ"
"Jueves";"Álgebra Lineal";"Laboratorio";"08:30";"09:30";"";"Q103";1;"56IQ"
"Jueves";"Álgebra Lineal";"Teoría y Problemas";"09:30";"11:30";"B22";"Q103";1;"56IQ"
"Jueves";"Expresión Gráfica y Diseño Asistido por Ordenador";"Teoría y Problemas";"12:00";"14:00";"Lab EG";"Q103";1;"56IQ"
"Viernes";"Física I";"Teoría y Problemas";"09:30";"11:30";"B22";"Q103";1;"56IQ"
"Viernes";"Cálculo Infinitesimal";"Teoría y Problemas";"12:00";"14:00";"B22";"Q103";1;"56IQ"
"Viernes";"Cálculo Infinitesimal";"Acciones Cooperativas";"12:00";"14:00";"B22";"Q103";1;"56IQ"
