"Dia";"Asignatura";"Tipo";"HoraInicio";"HoraFinal";"Aula";"Grupo";"Semestre";"Titulacion"
"Lunes";"Economía General y de la Empresa";"Teoría y Problemas";"18:30";"20:30";"E208";"EE208";1;"56EE"
"Lunes";"Resistencia de Materiales";"Teoría y Problemas";"17:30";"18:30";"E208";"EE208";1;"56EE"
"Lunes";"Resistencia de Materiales";"Teoría y Problemas";"15:00";"17:00";"E208";"EE208";1;"56EE"
"Lunes";"Resistencia de Materiales";"Laboratorio";"09:30";"14:00";"E208";"EE208";1;"56EE"
"Martes";"Termodinámica";"Teoría y Problemas";"18:00";"20:00";"E208";"EE208";1;"56EE"
"Martes";"English for Professional and Academic Communication";"Teoría y Problemas";"12:00";"14:00";"E205";"EE208";1;"56EE"
"Martes";"English for Professional and Academic Communication";"Acciones Cooperativas";"12:00";"14:00";"E205";"EE208";1;"56EE"
"Martes";"English for Professional and Academic Communication";"Teoría y Problemas";"15:00";"17:00";"E205";"EE208";1;"56EE"
"Martes";"English for Professional and Academic Communication";"Acciones Cooperativas";"15:00";"17:00";"E205";"EE208";1;"56EE"
"Martes";"Teoría de Circuitos";"Laboratorio";"08:00";"12:00";"E208";"EE208";1;"56EE"
"Miércoles";"Economía General y de la Empresa";"Teoría y Problemas";"18:30";"20:30";"E208";"EE208";1;"56EE"
"Miércoles";"Ciencia de Materiales";"Teoría y Problemas";"17:30";"18:30";"E208";"EE208";1;"56EE"
"Miércoles";"Teoría de Circuitos";"Teoría y Problemas";"15:00";"17:00";"E208";"EE208";1;"56EE"
"Miércoles";"Teoría de Circuitos";"Laboratorio";"08:00";"14:00";"E208";"EE208";1;"56EE"
"Miércoles";"Termodinámica";"Laboratorio";"08:00";"14:00";"E208";"EE208";1;"56EE"
"Jueves";"Teoría de Circuitos";"Teoría y Problemas";"17:30";"18:30";"E208";"EE208";1;"56EE"
"Jueves";"Termodinámica";"Teoría y Problemas";"15:00";"16:00";"E208";"EE208";1;"56EE"
"Jueves";"Termodinámica";"Laboratorio";"08:00";"14:00";"E208";"EE208";1;"56EE"
"Jueves";"Teoría de Circuitos";"Laboratorio";"08:00";"14:00";"E208";"EE208";1;"56EE"
"Viernes";"Ciencia de Materiales";"Teoría y Problemas";"15:00";"17:00";"E208";"EE208";1;"56EE"
"Viernes";"Ciencia de Materiales";"Laboratorio";"08:30";"13:30";"E208";"EE208";1;"56EE"
