"Dia";"Asignatura";"Tipo";"HoraInicio";"HoraFinal";"Aula";"Grupo";"Semestre";"Titulacion"
"Lunes";"Química";"Acciones Cooperativas";"14:15";"16:15";"FALSE";"Q108";1;"56IQ"
"Lunes";"Química";"Laboratorio";"14:15";"16:15";"FALSE";"Q108";1;"56IQ"
"Lunes";"Química";"Teoría y Problemas";"16:15";"17:15";"FALSE";"Q108";1;"56IQ"
"Lunes";"Álgebra Lineal";"Teoría y Problemas";"17:45";"19:45";"FALSE";"Q108";1;"56IQ"
"Martes";"Expresión Gráfica y Diseño Asistido por Ordenador";"Teoría y Problemas";"15:15";"17:15";"FALSE";"Q108";1;"56IQ"
"Martes";"Física I";"Teoría y Problemas";"17:45";"19:45";"FALSE";"Q108";1;"56IQ"
"Martes";"Física I";"Acciones Cooperativas";"17:45";"19:45";"NA";"Q108";1;"56IQ"
"Miércoles";"Cálculo Infinitesimal";"Acciones Cooperativas";"14:15";"15:15";"FALSE";"Q108";1;"56IQ"
"Miércoles";"Cálculo Infinitesimal";"Laboratorio";"14:15";"15:15";"FALSE";"Q108";1;"56IQ"
"Miércoles";"Cálculo Infinitesimal";"Teoría y Problemas";"15:15";"17:15";"FALSE";"Q108";1;"56IQ"
"Miércoles";"Química";"Teoría y Problemas";"17:45";"19:45";"FALSE";"Q108";1;"56IQ"
"Jueves";"Álgebra Lineal";"Acciones Cooperativas";"14:15";"15:15";"FALSE";"Q108";1;"56IQ"
"Jueves";"Álgebra Lineal";"Laboratorio";"14:15";"15:15";"FALSE";"Q108";1;"56IQ"
"Jueves";"Álgebra Lineal";"Teoría y Problemas";"15:15";"17:15";"FALSE";"Q108";1;"56IQ"
"Jueves";"Expresión Gráfica y Diseño Asistido por Ordenador";"Teoría y Problemas";"17:45";"19:45";"FALSE";"Q108";1;"56IQ"
"Jueves";"Expresión Gráfica y Diseño Asistido por Ordenador";"Acciones Cooperativas";"19:45";"20:45";"FALSE";"Q108";1;"56IQ"
"Jueves";"Expresión Gráfica y Diseño Asistido por Ordenador";"Laboratorio";"19:45";"20:45";"FALSE";"Q108";1;"56IQ"
"Viernes";"Física I";"Laboratorio";"10:45";"13:45";"FALSE";"Q108";1;"56IQ"
"Viernes";"Física I";"Teoría y Problemas";"15:15";"17:15";"FALSE";"Q108";1;"56IQ"
"Viernes";"Física I";"Acciones Cooperativas";"15:15";"17:15";"NA";"Q108";1;"56IQ"
"Viernes";"Cálculo Infinitesimal";"Teoría y Problemas";"17:45";"19:45";"FALSE";"Q108";1;"56IQ"
