"Dia";"Asignatura";"Tipo";"HoraInicio";"HoraFinal";"Aula";"Grupo";"Semestre";"Titulacion"
"Lunes";"Termodinámica";"Laboratorio";"08:30";"13:30";"M201";"DM201";1;"56DM"
"Lunes";"Ciencia de Materiales";"Laboratorio";"08:30";"13:30";"M201";"DM201";1;"56DM"
"Lunes";"Ciencia de Materiales";"Teoría y Problemas";"15:00";"17:00";"M201";"DM201";1;"56DM"
"Lunes";"Ciencia de Materiales";"Teoría y Problemas";"17:30";"18:30";"M201";"DM201";1;"56DM"
"Lunes";"English for Professional and Academic Communication";"Teoría y Problemas";"18:30";"20:30";"M201";"DM201";1;"56DM"
"Lunes";"English for Professional and Academic Communication";"Acciones Cooperativas";"18:30";"20:30";"M201";"DM201";1;"56DM"
"Martes";"Resistencia de Materiales";"Laboratorio";"10:30";"13:30";"M201";"DM201";1;"56DM"
"Martes";"Resistencia de Materiales";"Teoría y Problemas";"14:30";"17:30";"M201";"DM201";1;"56DM"
"Martes";"Economía General y de la Empresa";"Teoría y Problemas";"18:00";"20:00";"M201";"DM201";1;"56DM"
"Miércoles";"Fundamentos de Estética y Antropología";"Teoría y Problemas";"15:00";"17:00";"A13";"DM201";1;"56DM"
"Miércoles";"English for Professional and Academic Communication";"Teoría y Problemas";"17:30";"19:30";"M201 (A34 T)";"DM201";1;"56DM"
"Miércoles";"Diseño Básico";"Teoría y Problemas";"19:30";"21:30";"A40";"DM201";1;"56DM"
"Jueves";"Diseño Básico";"Laboratorio";"11:30";"13:30";"A40";"DM201";1;"56DM"
"Jueves";"Economía General y de la Empresa";"Teoría y Problemas";"14:30";"16:30";"M201";"DM201";1;"56DM"
"Jueves";"Termodinámica";"Teoría y Problemas";"17:30";"18:30";"M201";"DM201";1;"56DM"
"Jueves";"Fundamentos de Estética y Antropología";"Teoría y Problemas";"18:30";"19:30";"D202 (A34 T)";"DM201";1;"56DM"
"Viernes";"Termodinámica";"Laboratorio";"12:00";"14:00";"M201";"DM201";1;"56DM"
"Viernes";"Termodinámica";"Teoría y Problemas";"15:00";"17:00";"M201";"DM201";1;"56DM"
