"Dia";"Asignatura";"Tipo";"HoraInicio";"HoraFinal";"Aula";"Grupo";"Semestre";"Titulacion"
"Lunes";"Análisis Químico e Instrumental";"Teoría y Problemas";"08:30";"10:30";"Online";"Q203";2;"56IQ"
"Lunes";"Máquinas Eléctricas";"Teoría y Problemas";"10:30";"11:30";"Online";"Q203";2;"56IQ"
"Lunes";"Medio Ambiente";"Teoría y Problemas";"12:00";"14:30";"Online";"Q203";2;"56IQ"
"Lunes";"Experimentación en Ingeniería Química I";"Laboratorio";"16:00";"19:00";"Presencial";"Q203";2;"56IQ"
"Martes";"Experimentación Química";"Laboratorio";"08:30";"11:30";"Presencial";"Q203";2;"56IQ"
"Martes";"Máquinas Eléctricas";"Teoría y Problemas";"12:30";"14:30";"Online";"Q203";2;"56IQ"
"Martes";"Transmisión de Calor";"Teoría y Problemas";"16:00";"17:00";"Online";"Q203";2;"56IQ"
"Miércoles";"Química Inorgánica y Orgánica";"Teoría y Problemas";"08:30";"11:30";"Online";"Q203";2;"56IQ"
"Miércoles";"Transmisión de Calor";"Teoría y Problemas";"12:00";"14:00";"Online";"Q203";2;"56IQ"
"Miércoles";"Transmisión de Calor";"Laboratorio";"15:30";"19:30";"Presencial";"Q203";2;"56IQ"
"Miércoles";"Máquinas Eléctricas";"Laboratorio";"15:30";"19:30";"Presencial";"Q203";2;"56IQ"
"Jueves";"Experimentación en Ingeniería Química I";"Laboratorio";"08:30";"11:30";"Presencial";"Q203";2;"56IQ"
"Jueves";"Química Inorgánica y Orgánica";"Teoría y Problemas";"12:00";"14:30";"B21, B22";"Q203";2;"56IQ"
"Jueves";"Química Inorgánica y Orgánica";"Acciones Cooperativas";"12:00";"14:30";"B21, B22";"Q203";2;"56IQ"
"Jueves";"Experimentación Química";"Laboratorio";"15:30";"18:30";"Presencial";"Q203";2;"56IQ"
"Jueves";"Experimentación en Ingeniería Química I";"Laboratorio";"15:30";"18:30";"Presencial";"Q203";2;"56IQ"
"Viernes";"Análisis Químico e Instrumental";"Teoría y Problemas";"08:30";"09:30";"Online";"Q203";2;"56IQ"
"Viernes";"Análisis Químico e Instrumental";"Teoría y Problemas";"11:00";"14:00";"A35";"Q203";2;"56IQ"
"Viernes";"Máquinas Eléctricas";"Laboratorio";"15:30";"19:30";"Presencial";"Q203";2;"56IQ"
