"Dia";"Asignatura";"Tipo";"HoraInicio";"HoraFinal";"Aula";"Grupo";"Semestre";"Titulacion"
"Lunes";"Instalaciones Eléctricas en Baja Tensión";"Teoría y Problemas";"08:15";"11:15";"";"EE303";1;"56EE"
"Lunes";"Teoría de Máquinas y Mecanismos";"Teoría y Problemas";"11:45";"13:45";"";"EE303";1;"56EE"
"Lunes";"Automatización Industrial";"Laboratorio";"15:15";"17:15";"";"EE303";1;"56EE"
"Lunes";"Teoría de Máquinas y Mecanismos";"Laboratorio";"15:15";"17:15";"";"EE303";1;"56EE"
"Lunes";"Instalaciones Eléctricas en Baja Tensión";"Laboratorio";"17:15";"19:15";"";"EE303";1;"56EE"
"Martes";"Líneas Subterráneas de Alta Tensión y Centros de Transformación";"Teoría y Problemas";"08:15";"11:15";"";"EE303";1;"56EE"
"Martes";"Teoría de Máquinas y Mecanismos";"Teoría y Problemas";"11:45";"12:45";"";"EE303";1;"56EE"
"Martes";"Automatización Industrial";"Laboratorio";"15:15";"17:15";"";"EE303";1;"56EE"
"Martes";"Instalaciones Eléctricas en Baja Tensión";"Laboratorio";"17:15";"19:15";"";"EE303";1;"56EE"
"Miércoles";"Ampliación de Máquinas Eléctricas";"Teoría y Problemas";"09:15";"11:15";"";"EE303";1;"56EE"
"Miércoles";"Teoría de Circuitos III";"Teoría y Problemas";"11:45";"13:45";"";"EE303";1;"56EE"
"Miércoles";"Ampliación de Máquinas Eléctricas";"Laboratorio";"15:15";"19:15";"";"EE303";1;"56EE"
"Miércoles";"Mecánica de Fluidos";"Laboratorio";"15:15";"19:15";"";"EE303";1;"56EE"
"Jueves";"Ampliación de Máquinas Eléctricas";"Teoría y Problemas";"10:15";"11:15";"";"EE303";1;"56EE"
"Jueves";"Teoría de Circuitos III";"Teoría y Problemas";"11:45";"12:45";"";"EE303";1;"56EE"
"Jueves";"Mecánica de Fluidos";"Teoría y Problemas";"12:45";"13:45";"";"EE303";1;"56EE"
"Jueves";"Teoría de Circuitos III";"Laboratorio";"15:15";"19:15";"";"EE303";1;"56EE"
"Jueves";"Automatización Industrial";"Laboratorio";"15:15";"19:15";"";"EE303";1;"56EE"
"Viernes";"Automatización Industrial";"Teoría y Problemas";"09:15";"11:15";"";"EE303";1;"56EE"
"Viernes";"Mecánica de Fluidos";"Teoría y Problemas";"11:45";"13:45";"";"EE303";1;"56EE"
"Viernes";"Líneas Subterráneas de Alta Tensión y Centros de Transformación";"Laboratorio";"15:15";"19:15";"";"EE303";1;"56EE"
