"Dia";"Asignatura";"Tipo";"HoraInicio";"HoraFinal";"Aula";"Grupo";"Semestre";"Titulacion"
"Lunes";"Física II";"Teoría y Problemas";"12:00";"14:00";"Online";"D107";2;"56DD"
"Lunes";"Física II";"Laboratorio";"15:30";"19:30";"Presencial";"D107";2;"56DD"
"Martes";"Ampliación de Matemáticas";"Teoría y Problemas";"09:30";"11:30";"B32";"D107";2;"56DD"
"Martes";"Estadística";"Teoría y Problemas";"12:00";"14:00";"B31";"D107";2;"56DD"
"Martes";"Dibujo Artístico";"Teoría y Problemas";"15:00";"18:00";"B32";"D107";2;"56DD"
"Miércoles";"Ampliación de Matemáticas";"Teoría y Problemas";"16:30";"18:30";"Online";"D107";2;"56DD"
"Miércoles";"Informática";"Teoría y Problemas";"18:30";"20:30";"Online";"D107";2;"56DD"
"Jueves";"Física II";"Teoría y Problemas";"16:30";"18:30";"Online";"D107";2;"56DD"
"Jueves";"Dibujo Artístico";"Teoría y Problemas";"18:30";"20:30";"Online";"D107";2;"56DD"
"Viernes";"Informática";"Teoría y Problemas";"12:00";"14:00";"Online";"D107";2;"56DD"
"Viernes";"Estadística";"Teoría y Problemas";"16:30";"18:30";"Online";"D107";2;"56DD"
