"Dia";"Asignatura";"Tipo";"HoraInicio";"HoraFinal";"Aula";"Grupo";"Semestre";"Titulacion"
"Lunes";"English for Professional and Academic Communication";"Teoría y Problemas";"15:00";"17:00";"A03";"A207";1;"56IA"
"Lunes";"English for Professional and Academic Communication";"Acciones Cooperativas";"15:00";"17:00";"A03";"A207";1;"56IA"
"Lunes";"Ciencia de Materiales";"Teoría y Problemas";"17:30";"18:30";"A03";"A207";1;"56IA"
"Lunes";"Resistencia de Materiales";"Teoría y Problemas";"18:30";"19:30";"A03";"A207";1;"56IA"
"Martes";"Teoría de Circuitos";"Laboratorio";"09:30";"13:30";"";"A207";1;"56IA"
"Martes";"Economía General y de la Empresa";"Teoría y Problemas";"15:00";"16:00";"A03";"A207";1;"56IA"
"Martes";"Termodinámica";"Teoría y Problemas";"17:30";"18:30";"A03";"A207";1;"56IA"
"Martes";"Teoría de Circuitos";"Teoría y Problemas";"18:30";"19:30";"A03";"A207";1;"56IA"
"Miércoles";"Termodinámica";"Laboratorio";"09:30";"13:30";"";"A207";1;"56IA"
"Miércoles";"Termodinámica";"Teoría y Problemas";"15:00";"17:00";"A03";"A207";1;"56IA"
"Miércoles";"Teoría de Circuitos";"Teoría y Problemas";"17:30";"19:30";"A03";"A207";1;"56IA"
"Jueves";"Ciencia de Materiales";"Laboratorio";"11:00";"14:00";"";"A207";1;"56IA"
"Jueves";"English for Professional and Academic Communication";"Teoría y Problemas";"15:00";"17:00";"A03";"A207";1;"56IA"
"Jueves";"English for Professional and Academic Communication";"Acciones Cooperativas";"15:00";"17:00";"A03";"A207";1;"56IA"
"Jueves";"Ciencia de Materiales";"Teoría y Problemas";"17:30";"19:30";"A03";"A207";1;"56IA"
"Viernes";"Resistencia de Materiales";"Laboratorio";"10:30";"13:30";"";"A207";1;"56IA"
"Viernes";"Resistencia de Materiales";"Teoría y Problemas";"15:00";"17:00";"A03";"A207";1;"56IA"
"Viernes";"Economía General y de la Empresa";"Teoría y Problemas";"17:30";"20:30";"A03";"A207";1;"56IA"
