"Dia";"Asignatura";"Tipo";"HoraInicio";"HoraFinal";"Aula";"Grupo";"Semestre";"Titulacion"
"Lunes";"Protecciones Eléctricas";"Laboratorio";"09:30";"13:30";"";"E407";1;"56IE"
"Lunes";"Protecciones Eléctricas";"Teoría y Problemas";"15:00";"17:00";"B12";"E407";1;"56IE"
"Lunes";"Cálculo y Diseño de Subestaciones";"Laboratorio";"17:30";"20:30";"";"E407";1;"56IE"
"Lunes";"Cálculo y Diseño de Subestaciones";"Teoría y Problemas";"17:30";"20:30";"B12";"E407";1;"56IE"
"Martes";"Energías Renovables";"Laboratorio";"09:30";"13:30";"";"E407";1;"56IE"
"Martes";"Protecciones Eléctricas";"Teoría y Problemas";"15:00";"16:00";"B12";"E407";1;"56IE"
"Martes";"Energías Renovables";"Teoría y Problemas";"16:00";"17:00";"B12";"E407";1;"56IE"
"Martes";"Cálculo y Diseño de Subestaciones";"Laboratorio";"17:30";"20:30";"";"E407";1;"56IE"
"Martes";"Cálculo y Diseño de Subestaciones";"Teoría y Problemas";"17:30";"20:30";"B12";"E407";1;"56IE"
"Miércoles";"Control de Máquinas y Accionamientos Eléctricos";"Laboratorio";"09:30";"13:30";"";"E407";1;"56IE"
"Miércoles";"Energías Renovables";"Teoría y Problemas";"15:00";"17:00";"B12";"E407";1;"56IE"
"Miércoles";"Oficina Técnica";"Teoría y Problemas";"17:30";"19:30";"B12";"E407";1;"56IE"
"Jueves";"Oficina Técnica";"Acciones Cooperativas";"10:00";"12:00";"B12";"E407";1;"56IE"
"Jueves";"Control de Máquinas y Accionamientos Eléctricos";"Teoría y Problemas";"15:00";"17:00";"B12";"E407";1;"56IE"
"Jueves";"Sistemas Eléctricos y de Potencia";"Teoría y Problemas";"17:30";"19:30";"B12";"E407";1;"56IE"
"Viernes";"Control de Máquinas y Accionamientos Eléctricos";"Teoría y Problemas";"15:00";"17:00";"B12";"E407";1;"56IE"
"Viernes";"Sistemas Eléctricos y de Potencia";"Teoría y Problemas";"17:30";"18:30";"B12";"E407";1;"56IE"
"Viernes";"Cálculo y Diseño de Subestaciones";"Laboratorio";"18:30";"20:30";"";"E407";1;"56IE"
"Viernes";"Sistemas Eléctricos y de Potencia";"Laboratorio";"18:30";"20:30";"";"E407";1;"56IE"
