"Dia";"Asignatura";"Tipo";"HoraInicio";"HoraFinal";"Aula";"Grupo";"Semestre";"Titulacion"
"Martes";"INTRODUCTION TO HYBRID ENERGY SYSTEMS";"Teoría y Problemas";"09:30";"11:30";"A04";"D402E";2;"56DD"
"Martes";"SPANISH LANGUAGE COURSE";"Teoría y Problemas";"12:00";"14:00";"A04";"D402E";2;"56DD"
"Miércoles";"WATER AND SUSTAINABILITY";"Teoría y Problemas";"09:30";"11:30";"A04";"D402E";2;"56DD"
"Miércoles";"PHOTOVOLTAIC-POWERED PRODUCTS";"Teoría y Problemas";"12:00";"14:00";"A04";"D402E";2;"56DD"
"Miércoles";"FINITE ELEMENT-BASED SIMULATION MODEL FOR FLUID DYNAMICS";"Teoría y Problemas";"15:00";"17:00";"A04";"D402E";2;"56DD"
"Jueves";"DESIGN FOR MANUFACTURING AND ASSEMBLY";"Teoría y Problemas";"10:30";"12:30";"A04";"D402E";2;"56DD"
"Jueves";"SPANISH LANGUAGE COURSE";"Teoría y Problemas";"12:30";"14:30";"A04";"D402E";2;"56DD"
"Jueves";"INTRODUCTION TO CHAOS APPLIED TO SYSTEMS,PROCESSES AND PRODUCTS";"Teoría y Problemas";"15:00";"17:00";"A04";"D402E";2;"56DD"
"Viernes";"ADVANCED MATHEMATICS IN ENGINEERING";"Teoría y Problemas";"09:30";"11:30";"A04";"D402E";2;"56DD"
"Viernes";"DRAWING AND SKETCHING FOR DESIGNERS AND ENGINEERS";"Teoría y Problemas";"12:00";"14:00";"A04";"D402E";2;"56DD"

