"Dia";"Asignatura";"Tipo";"HoraInicio";"HoraFinal";"Aula";"Comentarios";"Grupo";"Semestre";"Titulacion"
"Lunes";"Diseño y Desarrollo de Productos";"Teoría y Problemas";"15:30";"18:30";"A08";NA;"56AF";1;"56AF"
"Lunes";"Diseño y Fabricación Asistidos por Ordenador (CAD/CAM)";"Teoría y Problemas";"18:30";"20:30";"A08";NA;"56AF";1;"56AF"
"Martes";"Ingeniería de la Calidad Total";"Teoría y Problemas";"15:30";"18:30";"A08";NA;"56AF";1;"56AF"
"Martes";"Automatización y Robótica";"Teoría y Problemas";"18:30";"20:30";"A08";NA;"56AF";1;"56AF"
"Miércoles";"Ingeniería de Procesos Productivos";"Teoría y Problemas";"15:30";"18:30";"A08";NA;"56AF";1;"56AF"
"Miércoles";"Producción Limpia, Ecología Industrial y Desarrollo Sostenible";"Teoría y Problemas";"18:30";"20:00";"A08";NA;"56AF";1;"56AF"
"Jueves";"Automatización y Robótica";"Teoría y Problemas";"16:00";"18:00";"A08";NA;"56AF";1;"56AF"
"Jueves";"Matemáticas aplicadas a la Ingeniería de Producción";"Teoría y Problemas";"18:00";"20:00";"A08";NA;"56AF";1;"56AF"
