"Dia";"Asignatura";"Tipo";"HoraInicio";"HoraFinal";"Aula";"Grupo";"Semestre";"Titulacion"
"Lunes";"Informática";"Teoría y Problemas";"09:30";"11:30";"A13+A14";"Q103";2;"56IQ"
"Lunes";"Principios de los Procesos Químicos";"Teoría y Problemas";"12:00";"14:00";"A13+A14";"Q103";2;"56IQ"
"Lunes";"Principios de los Procesos Químicos";"Acciones Cooperativas";"14:00";"15:00";"A13+A14";"Q103";2;"56IQ"
"Martes";"Ampliación de Matemáticas";"Teoría y Problemas";"09:30";"11:30";"A11+A12";"Q103";2;"56IQ"
"Martes";"Física II";"Teoría y Problemas";"12:00";"14:00";"A13+A14";"Q103";2;"56IQ"
"Martes";"Física II";"Laboratorio";"15:30";"19:30";"";"Q103";2;"56IQ"
"Miércoles";"Métodos Numéricos en Ingeniería Química";"Laboratorio";"08:30";"09:30";"";"Q103";2;"56IQ"
"Miércoles";"Estadística";"Teoría y Problemas";"09:30";"11:30";"A03";"Q103";2;"56IQ"
"Miércoles";"Informática";"Teoría y Problemas";"12:00";"14:00";"A13+A14";"Q103";2;"56IQ"
"Jueves";"Métodos Numéricos en Ingeniería Química";"Teoría y Problemas";"08:30";"10:30";"A13+A14";"Q103";2;"56IQ"
"Jueves";"Métodos Numéricos en Ingeniería Química";"Laboratorio";"10:30";"11:30";"";"Q103";2;"56IQ"
"Jueves";"Ampliación de Matemáticas";"Teoría y Problemas";"12:00";"14:00";"A11+A12";"Q103";2;"56IQ"
"Jueves";"Ampliación de Matemáticas";"Acciones Cooperativas";"14:00";"15:00";"A11+A12";"Q103";2;"56IQ"
"Jueves";"Ampliación de Matemáticas";"Laboratorio";"14:00";"15:00";"";"Q103";2;"56IQ"
"Viernes";"Física II";"Teoría y Problemas";"09:30";"11:30";"A13+A14";"Q103";2;"56IQ"
"Viernes";"Estadística";"Teoría y Problemas";"12:00";"14:00";"A03";"Q103";2;"56IQ"
"Viernes";"Estadística";"Laboratorio";"14:00";"15:00";"";"Q103";2;"56IQ"
"Viernes";"Estadística";"Acciones Cooperativas";"14:00";"15:00";"A03";"Q103";2;"56IQ"
