"Asignatura";"Titulacion";"Dia";"HoraInicio";"Duracion";"Aula";"Tipo";"HoraFinal";"Grupo";"Semestre"
"Agua y Desarrollo Humano";"02AK";"Por definir";"0:00";"1";NA;"Teoría y Problemas";"01:00";"02AK";2
