"Dia";"Asignatura";"Tipo";"HoraInicio";"HoraFinal";"Aula";"Grupo";"Semestre";"Titulacion"
"Lunes";"Ampliación de Física";"Teoría y Problemas";"12:00";"13:00";"A15";"D402";2;"56DD"
"Lunes";"English for Professional and Academic Communication";"Teoría y Problemas";"12:00";"14:00";"A07+A08";"D402";2;"56DD"
"Lunes";"English for Professional and Academic Communication";"Acciones Cooperativas";"12:00";"14:00";"A07+A08";"D402";2;"56DD"
"Lunes";"Fabricación Asistida por Ordenador";"Laboratorio";"15:30";"17:30";"";"D402";2;"56DD"
"Lunes";"Análisis y Síntesis de Mecanismos";"Laboratorio";"15:30";"17:30";"M301";"D402";2;"56DD"
"Martes";"Ampliación de Física";"Teoría y Problemas";"09:30";"11:00";"A15";"D402";2;"56DD"
"Martes";"English for Professional and Academic Communication";"Teoría y Problemas";"09:30";"11:30";"A-111 (Aula ApS)";"D402";2;"56DD"
"Martes";"English for Professional and Academic Communication";"Acciones Cooperativas";"09:30";"11:30";"A-111 (Aula ApS)";"D402";2;"56DD"
"Martes";"Análisis y Síntesis de Mecanismos";"Teoría y Problemas";"13:00";"14:00";"M301";"D402";2;"56DD"
"Miércoles";"Competición en Ingeniería";"Teoría y Problemas";"09:30";"11:30";"A11";"D402";2;"56DD"
"Miércoles";"Análisis y Síntesis de Mecanismos";"Teoría y Problemas";"12:00";"14:00";"M301";"D402";2;"56DD"
"Jueves";"Tecnología de Fabricación de Materiales Plásticos";"Teoría y Problemas";"08:30";"10:00";"M401";"D402";2;"56DD"
"Jueves";"Tecnología de Fabricación de Materiales Plásticos";"Laboratorio";"10:00";"12:00";"M401";"D402";2;"56DD"
"Jueves";"Fabricación Asistida por Ordenador";"Teoría y Problemas";"12:00";"14:00";"";"D402";2;"56DD"
"Viernes";"Seguridad y Salud en el Trabajo";"Acciones Cooperativas";"15:30";"19:30";"E303";"D402";2;"56DD"
