"Dia";"Asignatura";"Tipo";"HoraInicio";"HoraFinal";"Aula";"Grupo";"Semestre";"Titulacion"
"Lunes";"Teoría de Circuitos II";"Teoría y Problemas";"09:30";"11:30";"Online";"E205";2;"56IE"
"Lunes";"Tecnologías de Fabricación";"Teoría y Problemas";"12:00";"14:00";"Online";"E205";2;"56IE"
"Lunes";"Tecnologías de Fabricación";"Laboratorio";"15:30";"19:30";"Presencial";"E205";2;"56IE"
"Lunes";"Teoría de Circuitos II";"Laboratorio";"15:30";"19:30";"Presencial/Online";"E205";2;"56IE"
"Martes";"Transmisión de Calor";"Teoría y Problemas";"09:30";"10:30";"Online";"E205";2;"56IE"
"Martes";"Tecnologías de Fabricación";"Acciones Cooperativas";"10:30";"11:30";"Online";"E205";2;"56IE"
"Martes";"Tecnologías de Fabricación";"Teoría y Problemas";"10:30";"11:30";"Online";"E205";2;"56IE"
"Martes";"Medio Ambiente";"Teoría y Problemas";"11:30";"14:00";"Online";"E205";2;"56IE"
"Martes";"Teoría de Circuitos II";"Laboratorio";"15:30";"19:30";"Presencial/Online";"E205";2;"56IE"
"Martes";"Tecnologías de Fabricación";"Laboratorio";"15:30";"19:30";"Presecnial";"E205";2;"56IE"
"Miércoles";"Electrónica";"Teoría y Problemas";"09:30";"10:30";"Online";"E205";2;"56IE"
"Miércoles";"Máquinas Eléctricas";"Teoría y Problemas";"10:30";"11:30";"Online";"E205";2;"56IE"
"Miércoles";"Teoría de Circuitos II";"Teoría y Problemas";"12:00";"14:00";"Online";"E205";2;"56IE"
"Miércoles";"Automática";"Laboratorio";"15:30";"19:30";"Online";"E205";2;"56IE"
"Miércoles";"Electrónica";"Laboratorio";"15:30";"19:30";"Presencial";"E205";2;"56IE"
"Jueves";"Electrónica";"Teoría y Problemas";"09:30";"11:30";"Online";"E205";2;"56IE"
"Jueves";"Máquinas Eléctricas";"Teoría y Problemas";"12:00";"14:00";"Online";"E205";2;"56IE"
"Jueves";"Máquinas Eléctricas";"Laboratorio";"15:30";"19:30";"Presencial/Online";"E205";2;"56IE"
"Viernes";"Automática";"Teoría y Problemas";"09:30";"11:30";"Online";"E205";2;"56IE"
"Viernes";"Transmisión de Calor";"Teoría y Problemas";"12:00";"14:00";"Online";"E205";2;"56IE"
"Viernes";"Transmisión de Calor";"Laboratorio";"15:30";"19:30";"Presencial";"E205";2;"56IE"
