"Dia";"Asignatura";"Tipo";"HoraInicio";"HoraFinal";"Aula";"Grupo";"Semestre";"Titulacion"
"Lunes";"Física I";"Teoría y Problemas";"09:30";"11:30";"D107";"DM107";1;"56DM"
"Lunes";"Física I";"Laboratorio";"15:30";"19:30";"D107";"DM107";1;"56DM"
"Martes";"Cálculo Infinitesimal";"Teoría y Problemas";"09:30";"11:30";"D107";"DM107";1;"56DM"
"Martes";"Química";"Teoría y Problemas";"12:00";"14:00";"D107";"DM107";1;"56DM"
"Martes";"Química";"Teoría y Problemas";"16:30";"19:30";"D107";"DM107";1;"56DM"
"Miércoles";"Álgebra Lineal";"Teoría y Problemas";"09:30";"11:30";"D107";"DM107";1;"56DM"
"Miércoles";"Expresión Gráfica y Diseño Asistido por Ordenador";"Teoría y Problemas";"12:00";"14:00";"D107";"DM107";1;"56DM"
"Miércoles";"Cálculo Infinitesimal";"Teoría y Problemas";"16:30";"19:30";"D107";"DM107";1;"56DM"
"Jueves";"Expresión Gráfica y Diseño Asistido por Ordenador";"Teoría y Problemas";"09:30";"11:30";"D107";"DM107";1;"56DM"
"Jueves";"Álgebra Lineal";"Teoría y Problemas";"16:30";"18:30";"D107";"DM107";1;"56DM"
"Viernes";"Física I";"Teoría y Problemas";"16:30";"18:30";"D107";"DM107";1;"56DM"
