"Asignatura";"Titulacion";"Dia";"HoraInicio";"Duracion";"Aula";"Tipo";"HoraFinal";"Grupo";"Semestre"
"Técnicas Apropiadas en la Dotación de Servicios Básicos";"20AE";"Por definir";"0:00";"1";NA;"Teoría y Problemas";"01:00";"20AE";2
