"Asignatura";"Titulacion";"Dia";"HoraInicio";"Duracion";"Aula";"Tipo";"HoraFinal";"Grupo";"Semestre"
"Transformaciones hacia la Sostenibilidad Ambiental";"20AE";"Por definir";"0:00";"1";NA;"Teoría y Problemas";"01:00";"20AE";1
